timestamp,open,high,low,close,volume,symbol,rsi,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,atr,adx,obv,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,support_ma_20,support_ma_50,support_ma_200,support_pivot_s1,support_pivot_s2,support_swing,resistance_ma_20,resistance_ma_50,resistance_ma_200,resistance_pivot_r1,resistance_pivot_r2,resistance_swing,trend_trend_10,trend_trend_20,trend_trend_50,trend_strength,breakout_strength
2024-06-28 00:00:00+05:30,1531.03,1581.0,1531.03,1565.4,28957336,RELIANCE.NS,,,,,,,,,,28957336.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-01 00:00:00+05:30,1562.53,1579.4,1555.68,1560.15,7724306,RELIANCE.NS,,,,,,,,,,21233030.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-02 00:00:00+05:30,1569.5,1573.5,1557.0,1565.18,7749246,RELIANCE.NS,,,,,,,,,,28982276.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-03 00:00:00+05:30,1566.33,1575.0,1542.78,1552.43,9049620,RELIANCE.NS,,,,,,,,,,19932656.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-04 00:00:00+05:30,1557.0,1567.5,1550.8,1554.03,6837176,RELIANCE.NS,,,,,,,,,,26769832.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-05 00:00:00+05:30,1553.83,1598.5,1548.0,1588.63,12269710,RELIANCE.NS,,,,,,,,,,39039542.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-08 00:00:00+05:30,1589.0,1608.8,1582.53,1600.9,9500806,RELIANCE.NS,,,,,,,,,,48540348.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-09 00:00:00+05:30,1597.6,1600.5,1580.5,1590.28,6960002,RELIANCE.NS,,,,,,,,,,41580346.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-10 00:00:00+05:30,1595.0,1597.5,1563.15,1584.23,7134578,RELIANCE.NS,,,,,,,,,,34445768.0,,,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-11 00:00:00+05:30,1587.5,1604.25,1570.5,1580.65,11940946,RELIANCE.NS,,,,,,,,,,22504822.0,1574.1879999999999,1574.1879999999999,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-12 00:00:00+05:30,1584.5,1605.15,1574.5,1596.73,12924784,RELIANCE.NS,,,,,,,,,,35429606.0,1577.321,1578.2865454545454,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-15 00:00:00+05:30,1604.45,1605.85,1585.5,1597.23,5329688,RELIANCE.NS,,,,,,,,,,40759294.0,1581.029,1581.7308099173554,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-16 00:00:00+05:30,1593.5,1600.0,1569.13,1576.25,9386838,RELIANCE.NS,,,,,,,,,,31372456.0,1582.136,1580.7342990232908,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-18 00:00:00+05:30,1576.0,1593.9,1557.83,1586.68,12298374,RELIANCE.NS,,,,,,,,,,43670830.0,1585.561,1581.8153355645106,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-19 00:00:00+05:30,1586.0,1589.98,1552.8,1555.15,13140390,RELIANCE.NS,47.007648741752796,,,,,,,29.25214285714287,,30530440.0,1585.6729999999998,1576.9670927345996,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-22 00:00:00+05:30,1537.25,1537.5,1499.28,1500.68,19674376,RELIANCE.NS,35.015004566607224,,,,,,,31.153418367346962,,10856064.0,1576.878,1563.0967122373997,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-23 00:00:00+05:30,1501.0,1505.75,1463.0,1487.9,18052044,RELIANCE.NS,32.89455202167152,,,,,,,31.98174562682218,,-7195980.0,1565.578,1549.4245827396908,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-24 00:00:00+05:30,1485.0,1509.5,1476.4,1495.7,11913362,RELIANCE.NS,35.46334584608729,,,,,,,32.06162093919202,,4717382.0,1556.12,1539.6564767870198,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-25 00:00:00+05:30,1481.0,1500.48,1477.08,1492.4,12519876,RELIANCE.NS,34.85542660182168,,,,,,,31.442933729249738,,-7802494.0,1546.937,1531.0643900984708,,,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
2024-07-26 00:00:00+05:30,1492.4,1512.43,1490.35,1509.03,9859940,RELIANCE.NS,40.400085262715955,,,,1632.0063639518742,1556.9815000000003,1481.9566360481265,30.774152748589053,,2057446.0,1539.775,1527.0581373532943,1556.9815000000003,1556.9815000000003,,,1417.0064999999997,1386.6314000000004,1296.6839619999994,1500.8666666666668,1486.3333333333335,,1474.8434999999997,1443.2286000000006,1349.6098379999996,1525.9666666666667,1536.5333333333333,,uptrend,uptrend,uptrend,0.2773364942718507,0.5
